,Rating,Title,Review
1325,5.0,Perfect product!,BestREAD MORE
1326,5.0,Best in the market!,GoodREAD MORE
1327,4.0,Very Good,Smooth and HandREAD MORE
1328,5.0,Just wow!,Very niceREAD MORE
1329,5.0,Terrific,I'm happy my mobile superREAD MORE
1330,5.0,Awesome,Purple colour is osmmmREAD MORE
1331,5.0,Must buy!,Awesome phoneREAD MORE
1332,5.0,Super!,Amazing 😘😍😍READ MORE
1333,5.0,Fabulous!,ExcellentREAD MORE
1334,5.0,Terrific,OsmREAD MORE
1335,5.0,Worth every penny,ClassyREAD MORE
1336,5.0,Must buy!,Good productREAD MORE
1337,5.0,Mind-blowing purchase,This Phone Camera is Super..And video are superREAD MORE
1338,5.0,Brilliant,NiceREAD MORE
1339,5.0,Must buy!,SuperREAD MORE
1340,5.0,Highly recommended,Your phone a computer MustREAD MORE
1341,5.0,Classy product,ExcellentREAD MORE
1342,5.0,Wonderful,"It was a great product from Flipkartit's going great, it's good thank you for Flipkart.....🤘READ MORE"
1343,5.0,Best in the market!,Nce best productREAD MORE
1344,5.0,Fabulous!,Apple is apple no doubtREAD MORE
1345,5.0,Classy product,OsmREAD MORE
1346,4.0,Delightful,Very nice Looking 👍READ MORE
1347,5.0,Terrific purchase,classREAD MORE
1348,5.0,Highly recommended,Its really amazing i brought for my brother colour wise amazingREAD MORE
1349,5.0,Fabulous!,NiceREAD MORE
1350,5.0,Awesome,Excellent mobileREAD MORE
1351,5.0,Great product,Everything is perfectREAD MORE
1352,5.0,Highly recommended,Amazing product...go for itREAD MORE
1353,5.0,Simply awesome,lovely phone must buyREAD MORE
1354,5.0,Terrific purchase,"nice colour, loved itREAD MORE"
1355,3.0,Good,Battery 🔋 backup No heavyREAD MORE
1356,4.0,Good choice,Excellent iPhone 14 i love this iPhone too muchREAD MORE
1357,5.0,Fabulous!,This is the most powerful phone in this price segment....I loved it.READ MORE
1358,5.0,Great product,100% original products❤️READ MORE
1359,5.0,Wonderful,Absolutely great product and on time proper delivery by FlipkartThnksREAD MORE
1360,5.0,Terrific purchase,Good productREAD MORE
1361,5.0,Mind-blowing purchase,"Camera was fantastic and  phone looking good, display was superREAD MORE"
1362,5.0,Highly recommended,best haiREAD MORE
1363,3.0,Does the job,Product is good but it took a long time to arrive. Too badREAD MORE
1364,5.0,Highly recommended,Very good productREAD MORE
1365,5.0,Worth every penny,NiceREAD MORE
1366,5.0,Must buy!,Excellent 👍READ MORE
1367,5.0,Perfect product!,Great Product at Awesome PriceREAD MORE
1368,5.0,Simply awesome,GoodREAD MORE
1369,5.0,Great product,Amazing cameraREAD MORE
1370,5.0,Great product,Big 👍 to apple and flipkart..READ MORE
1371,5.0,Nice product,Nyc. Very nycREAD MORE
1372,5.0,Simply awesome,iPhone is good in all aspects and this is my 2nd iPhone but I accept better camera and battery life. 🥹READ MORE
1373,5.0,Wonderful,Iphone 14 very powerful phone and smooth screen touchscreen work because love it 14 ❤️🥂READ MORE
1374,5.0,Super!,Best mobileREAD MORE
1375,5.0,Terrific purchase,Good and original product no any issueREAD MORE
1376,5.0,Perfect product!,Good lookingREAD MORE
1377,5.0,Worth every penny,Amazing and beautifulREAD MORE
1378,5.0,Classy product,Excellent buyREAD MORE
1379,5.0,Super!,Nice mobileREAD MORE
1380,5.0,Worth every penny,"Good deal if you buy it in sale price but the design of iphone is same 12,13,14,15 and 60 hz display in 50k You can buy it if you wanted to use it for regular use.READ MORE"
1381,5.0,Simply awesome,NiceREAD MORE
1382,5.0,Excellent,ExcellentREAD MORE
1383,4.0,Wonderful,Phone is awesome and take long time delivery due to lots of order during BBD days but after a long time deliver original and open box delivery.READ MORE
1384,5.0,Terrific,I'm happy my mobile superREAD MORE
1385,5.0,Just wow!,Best iPhone 14 in Yellow I have ever seen Thank's Flipkart for this wonderful product for taking responsibility from dispatching to delivery  : FIVE STARS  ⭐️⭐️⭐️⭐️⭐️READ MORE
1386,5.0,Simply awesome,Good phoneREAD MORE
1387,5.0,Wonderful,"Genuine seller, recieved exactly what was advertised, highly recommendedREAD MORE"
1388,5.0,Just wow!,"Genuine product comes from Flipkart, you can buy it without any problem, I liked it very much, Flipkart, thank you.READ MORE"
1389,5.0,Worth every penny,"speechless about this phone just awesome , But i think Battery should be more batterREAD MORE"
1390,3.0,Good,Heat problemREAD MORE
1391,5.0,Excellent,The best as of nowREAD MORE
1392,5.0,Super!,Only one word to say osm🥰READ MORE
1393,5.0,Best in the market!,Best mobileREAD MORE
1394,5.0,Great product,Superb PhnREAD MORE
1395,5.0,Excellent,GoodREAD MORE
1396,5.0,Brilliant,goodREAD MORE
1397,5.0,Terrific purchase,Good look ❤ and Beautiful 😍 Best💯👍 New best look ❤READ MORE
1398,5.0,Must buy!,Worth buying ❤️READ MORE
1399,5.0,Brilliant,SuperbREAD MORE
1400,5.0,Must buy!,Amazing great Experience with iPhone 14 Awesome camera and DisplayREAD MORE
1401,3.0,Does the job,GoodREAD MORE
1402,4.0,Pretty good,In my opinion is iPhone 13 is best deal👍🏻READ MORE
1403,5.0,Simply awesome,Awesome product👌READ MORE
1404,5.0,Perfect product!,Far better than iphone 13 believe it or notREAD MORE
1405,5.0,Worth every penny,My first I phone I'm very happy 😊🩵READ MORE
1406,5.0,Best in the market!,Super PhoneREAD MORE
1407,5.0,Excellent,if you want an iphone for your daily uses and your budget is low wait for the bbd and buy you will not regret.Performance - 5/5Camera - 5/5Battery - 4/5Display - 5/5Overall - 5/5READ MORE
1408,3.0,Good,Even though we bought it brand new it hangs a lotREAD MORE
1409,5.0,Terrific,Awesome Experience again thanks Flipkart and appleREAD MORE
1410,3.0,Fair,"Selfie camera is useless, a 10k Chinese phone has much better selfie camera than this.READ MORE"
1411,5.0,Just wow!,Speed delivery im 2daysNice mblREAD MORE
1412,5.0,Brilliant,I m happyREAD MORE
1413,5.0,Awesome,Nothing to say about camera.READ MORE
1414,5.0,Super!,Good productREAD MORE
1415,5.0,Highly recommended,Excellent performance and excellent phoneREAD MORE
1416,5.0,Simply awesome,Best phoneREAD MORE
1417,5.0,Perfect product!,Just AwesomeREAD MORE
1418,5.0,Nice product,GoodREAD MORE
1419,5.0,Mind-blowing purchase,Excellent product far better than android phones. The apple logo is awesome. Worth buying it.READ MORE
1420,5.0,Best in the market!,Phone is awesome but the camera for clicking picture is average but the video quality is next level. Overall happy with purchase.READ MORE
1421,5.0,Mind-blowing purchase,GoodREAD MORE
1422,5.0,Must buy!,GreatREAD MORE
1423,4.0,Pretty good,One of the best phone of the year I phone 14READ MORE
1424,5.0,Excellent,Thank You So Much FlipkartREAD MORE
1425,5.0,Super!,OSMREAD MORE
1426,5.0,Terrific,best Photo qualityREAD MORE
1427,5.0,Brilliant,Everything was Good Except Battery backup and Charging fast was Not GoodREAD MORE
1428,5.0,Super!,Very very good mobileREAD MORE
1429,5.0,Mind-blowing purchase,Must buy productREAD MORE
1430,5.0,Terrific purchase,Nyc 1 super DesignREAD MORE
1431,4.0,Pretty good,That is good prodecetREAD MORE
1432,5.0,Excellent,GOOD ONE GOOG CHOICESREAD MORE
1433,5.0,Fabulous!,Performance is bestREAD MORE
1434,5.0,Must buy!,Nice phone to use nice battery back up nice camera quality. But  not as easy to use as android phones ❤️READ MORE
1435,5.0,Terrific,NYC cameraREAD MORE
1436,5.0,Best in the market!,Awesome new productREAD MORE
1437,4.0,Value-for-money,"Feels average if you are coming from an high end Android phone like S23 Ultra or Pixel 7Pro etc., otherwise feels pretty premium.READ MORE"
1438,5.0,Excellent,Nice phone . Very stylish and good lookingREAD MORE
1439,5.0,Excellent,niceREAD MORE
1440,5.0,Mind-blowing purchase,Nice IPhone 14READ MORE
1441,4.0,Good choice,Superb qualityREAD MORE
1442,5.0,Must buy!,AwesomeREAD MORE
1443,5.0,Excellent,Awesome 😎 I didn't expect this original peice from FlipkartREAD MORE
1444,5.0,Fabulous!,"This is really awesome experience with this phone, beautiful look and smooth functioning.READ MORE"
1445,5.0,Great product,The product is perfect the design is not so good and also this is high end modelREAD MORE
1446,5.0,Worth every penny,awesome.....just go for it...READ MORE
1447,5.0,Highly recommended,Best productREAD MORE
1448,5.0,Terrific,First time using i phone...Wonderfull experience...Dream done in BBDREAD MORE
1449,5.0,Classy product,Awesome.. nothing can beat Apple ..Superb .. go for itREAD MORE
1450,5.0,Classy product,It's really a nice phone!Camera is just awssmmm!!READ MORE
1451,5.0,Must buy!,Very nice product 😊👍READ MORE
1452,5.0,Fabulous!,Outstanding Performance ❤️READ MORE
1453,5.0,Must buy!,Top notchREAD MORE
1454,5.0,Terrific,Thank you Flipkart very good priceREAD MORE
1455,5.0,Fabulous!,I love this productREAD MORE
1456,5.0,Classy product,"Superb camera quality, excellent phone in this price range. Happy with my new iPhone 14READ MORE"
1457,3.0,Just okay,Nice worth itREAD MORE
1458,5.0,Brilliant,Aapple I Phone 14.Enjoy the phone.READ MORE
1459,4.0,Nice product,Just awesomeREAD MORE
1460,5.0,Wonderful,Good productREAD MORE
1461,3.0,Does the job,Not badREAD MORE
1462,4.0,Good choice,GuddREAD MORE
1463,5.0,Brilliant,GoodREAD MORE
1464,4.0,Wonderful,Osm productREAD MORE
1465,5.0,Excellent,Its awesomeREAD MORE
1466,5.0,Great product,Excellent phoneREAD MORE
1467,5.0,Brilliant,Amazing productREAD MORE
1468,5.0,Fabulous!,Nice product ❤️READ MORE
1469,3.0,Does the job,"Delivery arrived early unexpectedly.However, the phone overheat alotREAD MORE"
1470,4.0,Value-for-money,GoodREAD MORE
1471,5.0,Must buy!,very good camera qualityREAD MORE
1472,5.0,Must buy!,I am very happyREAD MORE
1473,5.0,Great product,iPhone 14  Love it's  Camera 🤳 so good thanks FlipkartREAD MORE
1474,5.0,Excellent,Nice mobileREAD MORE
1475,4.0,Good quality product,osmREAD MORE
1476,5.0,Wonderful,goodREAD MORE
1477,5.0,Worth every penny,AwesomeREAD MORE
1478,5.0,Brilliant,GoodREAD MORE
1479,5.0,Great product,As it should be. GreatREAD MORE
1480,5.0,Worth every penny,Good experience with Flipkart for electronic items shopping👍...Bravo ZuluREAD MORE
1481,5.0,Terrific purchase,As it should be. GreatREAD MORE
1482,5.0,Must buy!,As it should be. GreatREAD MORE
1483,4.0,Really Nice,Nice product but battery performance is very poorREAD MORE
1484,5.0,Wonderful,I phone Is always worth and bestREAD MORE
1485,5.0,Terrific,Best in this price...thanks flipkartREAD MORE
1486,5.0,Terrific purchase,Amazing camera phone and decent battery backup as wellREAD MORE
1487,5.0,Classy product,Amazing experience. Blue colour looks nice! Delivered before expected date. Thanks team flipkart🤩READ MORE
1488,5.0,Best in the market!,Osom camera and performanceREAD MORE
1489,4.0,Nice product,Product is goodREAD MORE
1490,4.0,Value-for-money,"Excellent product, bad packingREAD MORE"
1491,5.0,Great product,Good on time deliveredREAD MORE
1492,5.0,Highly recommended,Good price good productREAD MORE
1493,5.0,Just wow!,Must buy productREAD MORE
1494,4.0,Good choice,Superb...good and all products very goodREAD MORE
1495,5.0,Wonderful,Top Quality Mobile And Best Service ProvideREAD MORE
1496,5.0,Brilliant,Very niceREAD MORE
1497,5.0,Terrific,NiceREAD MORE
1498,5.0,Terrific,Good productREAD MORE
1499,5.0,Simply awesome,Long time use on better performanceREAD MORE
1500,4.0,Worth the money,Superb picture quality.READ MORE
1501,5.0,Awesome,Thanks FlipkartREAD MORE
1502,5.0,Mind-blowing purchase,ElegantREAD MORE
1503,5.0,Brilliant,"My dream was to get an iPhone, great design, smooth performanceREAD MORE"
1504,5.0,Terrific purchase,Sexy looking phnREAD MORE
1505,5.0,Super!,Best phoneREAD MORE
1506,4.0,Value-for-money,Excellent product.  e sim also working goodREAD MORE
1507,5.0,Classy product,Nyc productREAD MORE
1508,5.0,Wonderful,I got this with excellent packaging and brand new condition . Looks wise awesome in blue 💙 colour. As I analysis from prior that the photos of 13 gives better colour than 14. But 🤞 I will give another feedback after use of few months and share my experiences. Thank you FlipkartREAD MORE
1509,5.0,Best in the market!,Super phoneREAD MORE
1510,5.0,Awesome,AmazingREAD MORE
1511,5.0,Worth every penny,OkREAD MORE
1512,5.0,Great product,GOODREAD MORE
1513,5.0,Perfect product!,Nyc performance go for itREAD MORE
1514,5.0,Wonderful,Fully satisfiedREAD MORE
1515,4.0,Delightful,Good all round phone Battery definitely disappoints youValue for moneyIf you use your phone heavily then just go for plus modelsREAD MORE
1516,5.0,Best in the market!,The best ever phone💕READ MORE
1517,5.0,Worth every penny,Best cameraREAD MORE
1518,5.0,Great product,Ok report asloREAD MORE
1519,5.0,Awesome,GoodREAD MORE
1520,5.0,Mind-blowing purchase,Every time osamaREAD MORE
1521,5.0,Best in the market!,BestREAD MORE
1522,5.0,Terrific,Phone locking very goodREAD MORE
1523,4.0,Nice product,Superb!!!!READ MORE
1524,5.0,Excellent,"This phone is osm i like all functions and what a performence, camera is next level ❤️❤️❤️❤️READ MORE"
1525,5.0,Great product,I bought phone in bbd sale i like it thanks for flipkartREAD MORE
1526,5.0,Terrific,Awesome experience with iPhone 14.READ MORE
1527,5.0,Brilliant,Nice product and good performance by apple iPhone watch good but this 14 series is a amazing performance to do photography and videography and about gaming is available in this mobile white colour is so amazing I love the colour the beauty Apple do one thing in this 14 series price is amazing but please give a discount on this mobile and pleaseREAD MORE
1528,5.0,Best in the market!,Nice productREAD MORE
1529,5.0,Awesome,Nice iphone 👌🏻READ MORE
1530,5.0,Perfect product!,Best' mobileREAD MORE
1531,5.0,Perfect product!,Great product and come under reasonable price due to Flipkart s great offer. EnjoyingREAD MORE
1532,5.0,Awesome,Nice product 😁READ MORE
1533,5.0,Super!,Product osomeREAD MORE
1534,5.0,Worth every penny,Its sooo amazingREAD MORE
1535,3.0,Just okay,Performance is very good but dissatisfied at battery and over heat while playing games need to decrease the priceREAD MORE
1536,5.0,Mind-blowing purchase,Good product  thanks filpcardREAD MORE
1537,3.0,Good,Everything good but was delivered 11 days after purchaseREAD MORE
1538,5.0,Brilliant,Best in classREAD MORE
1539,5.0,Classy product,iPhones are always the bestREAD MORE
1540,3.0,Fair,phone is good although no update over iphone 13. If you are buying iphone14 then better buy iphone 13 and save 10k. no difference between 13 and 14. or wait now and buy iphone 15 next year as it has good updates.READ MORE
1541,5.0,Classy product,Awesome phone.READ MORE
1542,4.0,Good choice,NycREAD MORE
1543,5.0,Classy product,It's perfectREAD MORE
1544,4.0,Good choice,Great 👍READ MORE
1545,5.0,Wonderful,Good productREAD MORE
1546,5.0,Worth every penny,Nice one loved itREAD MORE
1547,3.0,Fair,Super saxy camera 📷READ MORE
1548,5.0,Terrific purchase,Very nice phoneREAD MORE
1549,5.0,Terrific purchase,Osm phone and time to time deliveryREAD MORE
1550,5.0,Highly recommended,Amazing and camera is beastREAD MORE
1551,5.0,Great product,Good productREAD MORE
1552,4.0,Good choice,"Except battery , everything is awesomeREAD MORE"
1553,5.0,Worth every penny,GOOD ITS NY 5TH IPHONE THIS YEAR FROM FLIPKARTREAD MORE
1554,5.0,Wonderful,SuperbREAD MORE
1555,3.0,Just okay,"Mediocre Performance for the Prices I recently purchased this phone for 50K, and I must admit, I'm not entirely thrilled with it. Here's a breakdown of my experience:Camera (3/5): The camera performance falls flat, earning a modest 3 out of 5. While it's not terrible, it doesn't quite meet the expectations I had for a device in this price range.Performance: This is where I encountered some major issues. The phone has a tendency to hang, and there are times when it takes multiple attempt...READ MORE"
1556,4.0,Value-for-money,Good phoneREAD MORE
1557,5.0,Wonderful,Best phoneREAD MORE
1558,5.0,Fabulous!,Wonder full phone. Writing after 2 days of use.😉READ MORE
1559,3.0,Nice,Cable not workingREAD MORE
1560,4.0,Delightful,"very good product, 60k budget best phoneREAD MORE"
1561,5.0,Mind-blowing purchase,Good productREAD MORE
1562,5.0,Best in the market!,GtREAD MORE
1563,5.0,Excellent,Wonderful phoneREAD MORE
1564,5.0,Great product,GoodREAD MORE
1565,5.0,Perfect product!,GoodREAD MORE
1566,5.0,Simply awesome,Nice phoneREAD MORE
1567,5.0,Mind-blowing purchase,Gud productREAD MORE
1568,5.0,Just wow!,Best PhoneREAD MORE
1569,5.0,Classy product,Very goodREAD MORE
1570,5.0,Fabulous!,ITEM IS GOOD FLIPKART SERVICE IS ALSO VERY FAST OR GOOD I LIKESREAD MORE
1571,5.0,Best in the market!,Nice Product love it.READ MORE
1572,5.0,Brilliant,👍😊 GoodTo useREAD MORE
1573,5.0,Wonderful,Good productsREAD MORE
1574,5.0,Simply awesome,AmazingREAD MORE
1575,5.0,Perfect product!,GoodREAD MORE
1576,4.0,Wonderful,GoodREAD MORE
1577,5.0,Excellent,Very good product 👌 👍READ MORE
1578,5.0,Just wow!,Good productREAD MORE
1579,5.0,Terrific,awesome product.READ MORE
1580,5.0,Terrific purchase,Camera- fabulous Battery- ok Design-suberrrbDesign-coolPerformance- too goodREAD MORE
1581,5.0,Highly recommended,Overall experience is good but Iphone should work on battery backup.READ MORE
1582,5.0,Best in the market!,GREATREAD MORE
1583,5.0,Awesome,Really happy with my purchase during big billion daysREAD MORE
1584,5.0,Terrific purchase,Love it 😍❤️ seriously it's so good 😊READ MORE
1585,5.0,Perfect product!,Just AwesomeREAD MORE
1586,5.0,Worth every penny,Amazing deal ... Price I would never seen beforeREAD MORE
1587,5.0,Excellent,Best productREAD MORE
1588,5.0,Highly recommended,I thought selling iphone this low was a gimmick. But iphone delivered was original and passed all quality checks. Phone looks stunning.READ MORE
1589,5.0,Terrific,GoodREAD MORE
1590,5.0,Fabulous!,Very very very very nice nice nice productREAD MORE
1591,5.0,Super!,"Amazing product, great deal on flipkart!READ MORE"
1592,5.0,Worth every penny,First iPhone in my life . Switching from Android phone to iphone 14 .using this phone for the last week is just experiencing awesome.READ MORE
1593,5.0,Worth every penny,amazing phoneREAD MORE
1594,5.0,Great product,This is best..READ MORE
1595,5.0,Terrific,Product is just awesome.I loved the product so much.The colour is just so much lovable.And Flipkart delivery is so fast it delivered the phone in just 11 hours.READ MORE
1596,5.0,Worth every penny,This is a totally monster in performance and daily usage the cons are 1. Selfie camera need to be more better 2. Ios 16 has battery drain issue hope they will fix it in next ios update(17).. conclusion if you want to upgrade to this iphone you should.READ MORE
1597,5.0,Classy product,JuST woWREAD MORE
1598,5.0,Fabulous!,AwesomeREAD MORE
1599,5.0,Brilliant,Nice productREAD MORE
1600,5.0,Brilliant,My dream. Love itREAD MORE
1601,3.0,Nice,Good 👍😊READ MORE
1602,5.0,Awesome,Good 💯😊READ MORE
1603,5.0,Terrific purchase,Thank you so much flipkark team..😊READ MORE
1604,5.0,Must buy!,Superbbb experienceREAD MORE
1605,5.0,Must buy!,AwesomeREAD MORE
1606,4.0,Good choice,I have every good experienceREAD MORE
1607,5.0,Terrific purchase,Good phone under 50kREAD MORE
1608,5.0,Fabulous!,AWESOME PRODUCTREAD MORE
1609,5.0,Perfect product!,Nice productREAD MORE
1610,5.0,Excellent,PREMIUM PRODUCTREAD MORE
1611,4.0,Value-for-money,"Mind-blowing purchase, I love this product.READ MORE"
1612,5.0,Perfect product!,beautiful colours and very fastREAD MORE
1613,5.0,Perfect product!,Very Good phone in all the matters.READ MORE
1614,5.0,Highly recommended,Yellow colour like a goldREAD MORE
1615,5.0,Must buy!,ExcellentREAD MORE
1616,5.0,Highly recommended,Thank you flipkart for awesome product and fast delivery......READ MORE
1617,5.0,Wonderful,I love this productREAD MORE
1618,5.0,Awesome,GoodREAD MORE
1619,4.0,Good choice,Simply goodREAD MORE
1620,5.0,Awesome,Loved it ☺️READ MORE
1621,5.0,Terrific purchase,Amazing got what was expected !READ MORE
1622,3.0,Does the job,"The best phone i have ever used in my life, ios 17 update is cool, with many new featuresREAD MORE"
1623,5.0,Great product,All rounder best phone👌READ MORE
1624,5.0,Worth every penny,Perfect for photography. Suggesting to buy only in sale period.READ MORE
1625,4.0,Really Nice,Color and size is bestREAD MORE
1626,5.0,Excellent,Its nice to capture photos and high battery performanceREAD MORE
1627,5.0,Classy product,Awesome product value for money 🤑READ MORE
1628,5.0,Perfect product!,Awesome 🥵🥵✨🔥READ MORE
1629,5.0,Just wow!,Nice product 😍READ MORE
1630,5.0,Terrific purchase,Best phone in the worldREAD MORE
1631,5.0,Terrific purchase,BestREAD MORE
1632,3.0,Good,Battery heats too muchREAD MORE
1633,5.0,Just wow!,Too Good ProductREAD MORE
1634,5.0,Perfect product!,NiceREAD MORE
1635,5.0,Fabulous!,NiceREAD MORE
1636,5.0,Worth every penny,NiceREAD MORE
1637,5.0,Super!,Iphone is iphone...❤️❤️READ MORE
1638,5.0,Awesome,Very nice productREAD MORE
1639,5.0,Mind-blowing purchase,Good 🥳 one my 1st ever phoneREAD MORE
1640,5.0,Simply awesome,2 good I am so happy😍READ MORE
1641,5.0,Great product,❤️ loved itREAD MORE
1642,5.0,Super!,Nice phone fast delivery thank you flipkartREAD MORE
1643,5.0,Terrific purchase,Amazing got what was expected !READ MORE
1644,5.0,Just wow!,excellentREAD MORE
1645,5.0,Super!,"Liked it ! For the fact it actually got delivered. One thing I must say, it is very difficult to solely depend on iphone for battery.READ MORE"
1646,5.0,Mind-blowing purchase,GoodREAD MORE
1647,5.0,Utterly Disappointed,battery level decreasing day by dayREAD MORE
1648,5.0,Terrific purchase,Just loved the phone ☺️READ MORE
1649,5.0,Worth every penny,The bestREAD MORE
1650,5.0,Best in the market!,I Love itREAD MORE
1651,5.0,Best in the market!,Best IPhone ever switched from IPhone XRREAD MORE
1652,5.0,Terrific purchase,WonderfulREAD MORE
1653,5.0,Great product,Nice productsREAD MORE
1654,5.0,Fabulous!,AwesomeREAD MORE
1655,5.0,Mind-blowing purchase,"Dream come true , beautiful phoneREAD MORE"
1656,5.0,Simply awesome,Fully satisfied with price and a device performanceREAD MORE
1657,5.0,Brilliant,This is best camera and averall performance is bestREAD MORE
1658,3.0,Fair,NiceREAD MORE
1659,5.0,Mind-blowing purchase,GoodREAD MORE
1660,3.0,Awesome,Super mobileREAD MORE
1661,5.0,Must buy!,AwesomeREAD MORE
1662,5.0,Just wow!,Nice phoneREAD MORE
1663,5.0,Wonderful,"Excellent Packaging, Good Delivey person, the Product reached Safely.. Loved It .. 🤍🤍READ MORE"
1664,5.0,Excellent,PerfectREAD MORE
1665,5.0,Wonderful,SuperbREAD MORE
1666,5.0,Awesome,"I think noboday wants to know how good the phone is. But for those who are looking if NGIVR Retail is a genuine seller, the answer is YES. It is a genuine seller and you can purchase your iPhone worry free. I ordered iPhone 13 in Big Billion Sale from NGIVR Retails and it is as per the expectation.READ MORE"
1667,5.0,Simply awesome,GoodREAD MORE
1668,5.0,Mind-blowing purchase,Noice heheREAD MORE
1669,5.0,Terrific purchase,"Phone warms a bit, camera is awesome but lags behind a little bit in nightography. Battery life is good and it lasts a day with 7 hrs screen on time and the experience is better than any other android phones👍READ MORE"
1670,5.0,Classy product,Excellent PhoneREAD MORE
1671,5.0,Awesome,"Good one just improve it from iphone 13 , i think iphone 13 is more value for money than that. No change from previos versionREAD MORE"
1672,5.0,Perfect product!,AwesomeREAD MORE
1673,3.0,Excellent,ExcellentREAD MORE
1674,5.0,Just wow!,Very good 👍READ MORE
1675,4.0,Wonderful,"I moved from Android to iOS and it was a good deal i ever had. A good deccision to approach an iOS. Value for moneyGood performance phoneGood Camera Quality.I have shared some photos here, plz check it out❤️❤️❤️READ MORE"
1676,5.0,Fabulous!,Good productREAD MORE
1677,5.0,Excellent,I love it 😻READ MORE
1678,5.0,Terrific,Best In All👌✨🔥 camera is top level😍superb design 🥳bt battery performance little bit disappointing 🥲but overall awsome phone 👍jus go for it 😌READ MORE
1679,5.0,Excellent,decentREAD MORE
1680,5.0,Classy product,NiceREAD MORE
1681,5.0,Simply awesome,"iPhone 14 is very good, battery is less, rest of the quality is amazing.👍👍READ MORE"
1682,4.0,Value-for-money,Good oneREAD MORE
1683,5.0,Classy product,Must buy!!READ MORE
1684,5.0,Simply awesome,"I recently purchased my new iPhone, and I must say it has exceeded my expectations in every way.The Sleek and elegant design is true masterpiece and build quality is top notch.This is iPhone is worth is worth every penny.If you are looking for premium smartphone that offers exceptional performance,stunning design and world-class user experience,look no further..READ MORE"
1685,5.0,Terrific,Outstanding purchaseREAD MORE
1686,5.0,Terrific,Amazing phone 📱READ MORE
1687,5.0,Terrific,Just AwesomeREAD MORE
1688,4.0,Good choice,Nice productREAD MORE
1689,5.0,Best in the market!,OutstandingREAD MORE
1690,4.0,Really Nice,SuperbREAD MORE
1691,5.0,Perfect product!,Amazing productREAD MORE
1692,5.0,Classy product,GoodREAD MORE
1693,5.0,Wonderful,Good Enough 👍READ MORE
1694,5.0,Wonderful,apnara oh kinte paren khono shomossa nei mon ta anonde vore gelo khub khub valo products thankyou Flipkart 😊😍READ MORE
1695,5.0,Terrific purchase,The master classREAD MORE
1696,5.0,Fabulous!,Good product 💯 Awesome in hand feelingREAD MORE
1697,5.0,Mind-blowing purchase,Must buy so happy to purchase and blue colour was to awesome  💙READ MORE
1698,5.0,Best in the market!,I would like to say that the performance is awsm but the battery is quite poor as it can't show high performance. And other it's fantastic 😍READ MORE
1699,5.0,Worth every penny,Everything is just awesome!!! they could have been improved the battery.READ MORE
1700,4.0,Worth the money,Super mobiles thank you FlipkartREAD MORE
1701,5.0,Perfect product!,Good 👍READ MORE
1702,3.0,Fair,"Good performance as of now, but storage kay create issue after long term use, so i would suggest you should go for at least 256gb variant.READ MORE"
1703,3.0,Just okay,Did not like the designREAD MORE
1704,5.0,Must buy!,Battery life is really good. Overall I am satisfied with the performance.READ MORE
1705,5.0,Terrific,Value of moneyREAD MORE
1706,5.0,Wonderful,NiceREAD MORE
1707,5.0,Super!,Camera is too good and performance is best and Ram management of iphone 14 better than iphone 13 . Worth for money ☺️READ MORE
1708,5.0,Excellent,SuperREAD MORE
1709,5.0,Awesome,All Good 😊READ MORE
1710,5.0,Excellent,Nice phoneREAD MORE
1711,5.0,Terrific,ExcellentREAD MORE
1712,5.0,Mind-blowing purchase,Best ever !READ MORE
1713,5.0,Terrific purchase,Best productREAD MORE
1714,5.0,Just wow!,Nice 🙂READ MORE
1715,5.0,Highly recommended,Awesome mobile 😍😍READ MORE
1716,5.0,Highly recommended,Just FabREAD MORE
1717,5.0,Excellent,A mind blowing product from the family of apple.READ MORE
1718,5.0,Worth every penny,SuperbREAD MORE
1719,5.0,Simply awesome,Upgraded from iPhone 11 to 14. Great battery back up and picture quality too is much better. Has slight heating issue nevertheless great one.READ MORE
1720,4.0,Good quality product,I Really Like This But Battery Health Very Bad 🚶🏿READ MORE
1721,5.0,Awesome,NiceREAD MORE
1722,5.0,Terrific,I got an original phone Thank you FlipkartREAD MORE
1723,5.0,Awesome,Just love it 😀 😍READ MORE
1724,5.0,Awesome,FabulousREAD MORE
1725,5.0,Excellent,awesomeREAD MORE
1726,4.0,Wonderful,"Nice Product, valuable for money.READ MORE"
1727,5.0,Terrific,"Camera is superb , and overall Good as expected!!READ MORE"
1728,5.0,Perfect product!,Very good productEasily deliverREAD MORE
1729,5.0,Terrific purchase,Nice iPhoneREAD MORE
1730,5.0,Perfect product!,Highest recomend ❤️READ MORE
1731,5.0,Must buy!,If you have planned to switch from Android to IOS it good choice but it depends up on your budget and your usage of the phone.I phone are much better than android after I am using a month giving this feedback.Thank you FlipkartREAD MORE
1732,5.0,Brilliant,NiceREAD MORE
1733,4.0,Very Good,nice coolREAD MORE
1734,5.0,Awesome,In love with the lavender colour ❤️. Looks so classy and elegant.READ MORE
1735,5.0,Wonderful,Just Awesome🥰READ MORE
1736,5.0,Awesome,NiceREAD MORE
1737,5.0,Excellent,Superb mobile thanks to FlipkartREAD MORE
1738,4.0,Nice product,Good in-hand feel Premium designSharp displayPerformance of A15 bionic chip is extremely goodDual speakers are clear and loudBattery could have been betterOverall performance is better than iphone13READ MORE
1739,4.0,Delightful,Super mobileREAD MORE
